,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,totalGames,winRate,masteryRatio,mostPlayedID
3671,PLATINUM,II,15btPjYUWC_EUO9RIJv9KQRC1dPrzL0cghy_XWVcJT7GkV9c,Gąngplank,44,8,10,18,44.44444444444444,,
3672,PLATINUM,II,LyT169TPAicRyXLmx6glTLLP8KBiClXtIN_o0xCWjC15mRC3,iKuma,54,19,17,36,52.77777777777778,1.7879835920534062,122.0
3673,PLATINUM,II,ebys1-wxSJlyiaeGOCUQbOdMmMYf0CY0NjEL9qLgow_EV82d,MorganYellowFace,59,104,124,228,45.614035087719294,6.498325095457846,412.0
3674,PLATINUM,II,MHDESCT8QkkEJw37j8sLO7vem9vOGT5stJK_EeSuz_pI1lZN,Jared Klein,74,40,36,76,52.63157894736842,1.2006850766297055,266.0
3675,PLATINUM,II,1RgyZusCIV00nyb00dQQwbJ14wv_TvkyrhexDuYA3dY0nqKC,CatastropheSD,100,33,18,51,64.70588235294117,1.135810217145726,38.0
3676,PLATINUM,II,yuzuIYOiTEuyKqf37wVLJm9q2O4yGPjO0oOBiFV-_VA3T1xo,Jie Du,0,84,81,165,50.90909090909091,1.781594784353059,86.0
3677,PLATINUM,II,T0qM0YpECZTgm_nL-j3-AOiDlFC1bPdXhY0aleQs4i81Ofbe,café crema,22,42,19,61,68.85245901639344,2.810069653924203,267.0
3678,PLATINUM,II,A5u0qNXoEFzOBuVp5hm5UILRxJZL5jAWoKKLlzLueA4TE4f2,TyalowXY,21,73,62,135,54.074074074074076,1.1603089237696205,51.0
3679,PLATINUM,II,KCO2BvwQR1CplrafPK6MHZcb2At1CNIYBaWy21VxdUcdyfn2,33333333333,0,26,8,34,76.47058823529412,1.2640889339832808,267.0
3680,PLATINUM,III,yqAUAARiy3SKJXjtcB-M-MHAwhssg_e4BSP0fuJS62TwxALb,cleborp100,0,176,180,356,49.43820224719101,1.5687684586100346,99.0
3681,PLATINUM,III,3lYQ5umjfcz65oKbgiiYE0WBNqQpOEJLdYKRTZ-vGAsSWWXt,Peppa PÎG,68,55,42,97,56.70103092783505,1.0824770673799984,267.0
3682,PLATINUM,III,e8pSaVgIQAjJvMRj9K1biCBxdnDRwoJRF4Bq2k9ATvXLnMra,Karaflo Vrefos,61,70,45,115,60.86956521739131,1.9350101546633338,51.0
3683,PLATINUM,III,zi-_aBJVjFq_xjUh26FCwjkl6RM3HLuEXnsHMAXlRDAi_f8J,iıı,0,46,39,85,54.11764705882353,1.3086427212035163,133.0
3684,PLATINUM,III,s-5aPAJS48KU3uc8G7Ga-6lXqdApkSSZWHaA8VCY9gHLxbNH,LoveAcFun bzzb,34,12,6,18,66.66666666666666,4.569573283858998,238.0
3685,PLATINUM,III,IzJZI-jvdgfbTn_ZkjW8Babm8BE03I4zZ0tcsWvx9aXussdM,SmhincentXd,0,6,11,17,35.294117647058826,1.3354760896621631,39.0
3686,PLATINUM,III,-Ioe5DNcGyKrSHl1p3DoccSckVQWcTb5-V8vmuUOjXfMql52,Orochimaru,30,142,151,293,48.4641638225256,2.5253911194369905,119.0
3687,PLATINUM,III,8Is-SiuYzd_MDSpqHg7sLiiBii3fpbEU8uGrwhHLP26iX_J3,Ivurik,21,118,119,237,49.789029535864984,1.2716015062296242,8.0
3688,PLATINUM,III,1ZTlIzjrRsnHmjFIjhWZLCwnYIoN9LLZP2P0vBITmyG70nDH,Fockus Junior,84,6,4,10,60.0,1.5619115549215405,7.0
3689,PLATINUM,III,f4rqHBUej_ucYCLdENbJ98XPgu2c5IVJYNHhLW_Ys2bPT4Fe,Sal000n ,0,148,128,276,53.62318840579711,2.166382076721524,77.0
3690,PLATINUM,III,u007mW0RzKf7y1auFlQR5XIZAke8TviQo_b89kKGWTo7daK9,Please Cuddle,16,46,47,93,49.46236559139785,5.579733227155087,136.0
3691,PLATINUM,III,DfWgpbhBDUGCcGtzFoPxX1li5jiUlMh2Kq6BgoMScvowC6N1,Griffen Viper,82,4,7,11,36.36363636363637,1.404887198457771,81.0
3692,PLATINUM,III,Aqux4Ts5j1h6wJwZ-Wu4pQRpUr_EaZron3y7xnYqC4f1zARQ,Koh Deee,79,154,143,297,51.85185185185185,1.271059660225733,105.0
3693,PLATINUM,III,KW5HGHx3GMMQVEMOTr7V8xcjbzG0CUoNloL79_AHIxf9_Bhi,jonghyeon shin,49,133,130,263,50.57034220532319,1.1758048497889597,32.0
3694,PLATINUM,III,p6_V76uxpSOmJdJOJLsco38BzsF_6USPto-l7PV5qLZJguri,cocodashi,0,270,293,563,47.95737122557727,2.33903973877344,56.0
3695,PLATINUM,III,GCqCX2JX42_dnhnQXBTzZl3kY0EMZ4o9N0zdUPkFdwkkT1gh,Asukiat,0,34,33,67,50.74626865671642,2.536250956388676,222.0
3696,PLATINUM,III,iwB-ni7WWGf3Dt6-_Epy9wezoFdnppxtonQepgGYY-cG3O3N,IRON FlVE,78,45,30,75,60.0,1.861348903953684,16.0
3697,PLATINUM,III,kcE-JC670b0UYgTZxULGlmVZ_34-pmJ6jTB67Cs8t83GipAY,Kevins Chili,89,16,9,25,64.0,1.028844130281385,34.0
3698,PLATINUM,III,rT0bkM9fR2gc32C0s4lm6caGZ0WUMBCcAt4En2lpTENN4fJ2,GoCommitNeckRope,44,52,47,99,52.52525252525253,1.7695382937977886,89.0
3699,PLATINUM,III,Lp0wjXFB_aXU3UzsJ31VEhFdro3-8aweFx4t7THOadeUuTuA,ClimbinglsHard,54,76,67,143,53.14685314685315,1.4704481895490382,238.0
3700,PLATINUM,III,G65vrXdeyN_ztEBt2ovF7JG2G74lxlj3X9b4rj087qNcU-g1,AirFax,77,49,49,98,50.0,1.086212809740204,24.0
3701,PLATINUM,III,aiD0O7GK8PtuXy1jeosMhSe6myXYV8MoihTP6xbWAFXXv3FD,SpadeAce BRSCOOL,100,66,51,117,56.41025641025641,1.3606499320036265,145.0
3702,PLATINUM,III,sUNNVE8x3qyQHuVwPO0pv8dc2t6tTu3hd53jy1Y4Z8KP3lyE,2 Deaths Per Sec,0,108,97,205,52.6829268292683,2.8969368549504644,238.0
3703,PLATINUM,III,tZXbQ-277nLvLxt5UrzsMK2WKRnBfSAMLuaVYYd8ofT6MrtT,madaphrobunny,59,29,46,75,38.666666666666664,1.3923587371807762,412.0
3704,PLATINUM,III,PN8LhQGC1x4P-xZunoacsIpy_nt1H6Wjaf8gf76ZuRm1WEoW,ShiNNer Split,75,157,128,285,55.08771929824562,2.6542477831855456,245.0
3705,PLATINUM,III,b5FryEBPdpWjfjMfhTNZHyJlUqq8awU1B9K4xCIRov6Myw_9,File25cm,80,163,138,301,54.15282392026578,1.0805253610250112,92.0
3706,PLATINUM,III,r7KuMAmL4WvJM3il4VA7q4qWByWSUF7k1WoZDY16jTnDAft2,Karieta,3,2,9,11,18.181818181818183,1.1062941725563409,267.0
3707,PLATINUM,III,5VeIZN2KRFOk3zunJf_K_K4OdKen0PsZovkEeoqJ3XSqNzcO,PositivityPolic3,49,8,4,12,66.66666666666666,2.12916398022781,24.0
3708,PLATINUM,III,mnFVsm0NSwQzZbqR7EZjQhmsqP7cfiklkxKObO3OO4mxPzFd,Water Margin,49,80,81,161,49.68944099378882,1.485628577550583,266.0
3709,PLATINUM,III,YPa4XISNcdvVglwWpgqAYrzRaO_opWqlRikybL7Qn4ZNXVBQ,EvilTwine,83,7,5,12,58.333333333333336,1.5941698976347263,15.0
3710,PLATINUM,III,e3abboEbl96KsmM6GodjV9sorbOAY-Aob2XFEjawopZYQ8v8,Y4why,23,237,232,469,50.53304904051173,1.4772753442955184,114.0
3711,PLATINUM,III,DSjnfNCBR-TvkSHY27AUGWv3wGU_eVIMBJ8H7lbRtCXszxhg,Aegon Targaryan,0,26,18,44,59.09090909090909,1.3716306633530873,238.0
3712,PLATINUM,III,KfEIrFcYPohcn6U-VVJ-Evxsd4_szdEB1vTV4rVKwARCPYAj,wpooo,76,63,44,107,58.87850467289719,2.28572982774252,122.0
3713,PLATINUM,III,LD0MEOm61zip7nQpIE0z4CEv0UwsMvLaxRYUJ-ACCG1MWC0l,Jazzyfizzu,52,115,132,247,46.558704453441294,5.218297938921525,161.0
3714,PLATINUM,III,6AAZqJi7FdFjwtAJp0w5vkn5JbOJAZVKI3XKjBpn_wNB21vf,Lemonsoy,70,82,70,152,53.94736842105263,1.0148102990748045,64.0
3715,PLATINUM,III,Q3-OQt98YMPW2NKQOGmKBjk-KEb6_HoGaR6fyqhUX1PuUiEx,Bye Kobe RIP,0,57,64,121,47.107438016528924,10.316673719847651,62.0
3716,PLATINUM,III,N0dzTIIAP-W9X8nek3biwBi2gzSOKvvWx46JJrsDydkuRJ5g,PMA,0,33,32,65,50.76923076923077,5.446720030768491,92.0
3717,PLATINUM,III,LotJGU70M16EivQThoafSYnHDZv-8L0VHZ36hdkkhUqiZ4wZ,Challenger Riv,0,95,80,175,54.285714285714285,1.6144500242993682,51.0
3718,PLATINUM,III,02XkWVf7CIP6CobI8BNmaimehTa5RsTY7ztJ6j9IlLIJrYeb,usually lose,56,7,6,13,53.84615384615385,1.6752387950036738,145.0
3719,PLATINUM,III,cw9S8JZan4iPBwbrhS80jS7gJCn7jeIm01gBwmEwHiAG_eDP,Ciaonoob,25,77,80,157,49.044585987261144,1.334048465266559,7.0
3720,PLATINUM,III,xy2J-Vo-KToZMtgDIkrazS6rsJ2TlV_HN0MgGb7_cdOCPW9Q,Shiva BonoBono,20,93,102,195,47.69230769230769,1.9565567399511437,81.0
3721,PLATINUM,III,NUIe9oGKWgo2Kat3LBcTKyLZ5QiKYOcBbaVFuih2LhN8xUm8,AIways Dead,37,156,144,300,52.0,3.445412008077624,21.0
3722,PLATINUM,III,JjLzrCw9Bxawf3TCR6qaU6bQmwYlCuz36VPSsVpU5R1zyYCL,Hors du temps,38,77,97,174,44.252873563218394,2.3289640636305484,59.0
3723,PLATINUM,III,_ARLKzHtTFFYfAoRLIy6EU36WgzdMUL6p7Lgm3XzkgRD5uC0,I Abuse The Meta,42,22,31,53,41.509433962264154,1.6888739140728868,412.0
3724,PLATINUM,III,AwJsUplCkpgxP07xTJtUa13v5e7p-y-qNq-YjnzE6OeTOLVU,DlCKhunter1,0,123,108,231,53.246753246753244,1.730812937062937,412.0
3725,PLATINUM,III,6DJ1hsmvOpXuhHQXTfiMM9GiN6EkhnrAxxW31HquUfC-hfHV,ArtiIa,100,68,49,117,58.119658119658126,1.2404441324739965,81.0
3726,PLATINUM,III,bnw0yDkEq9fuZ8i011ho7FM4oQgTi7RfZ5E1w2cC6KP02gGq,Shimmy Shim Shim,28,140,105,245,57.14285714285714,1.5158466013013103,157.0
3727,PLATINUM,III,DcvfIa0XL5dSiHdCZppHgg_az5ZDy9RD1SRTKJHfOmuT86xn,Toxiciity Police,0,67,40,107,62.616822429906534,2.511413863033644,142.0
3728,PLATINUM,III,Jf9ylhmSVtVSfWe30KP5XMD6AC6F2rKIgo0B6I2N9TuLe-mS,Véntin,39,78,53,131,59.541984732824424,12.122709280164198,238.0
3729,PLATINUM,III,VTXBOy7EY8jW36ZUwngTVgySmBZk-gocv_niJ0T_5N5NRyUa,Waka Waka,63,120,113,233,51.50214592274678,2.252508863650021,106.0
3730,PLATINUM,III,3p6699vy-661u-tqizTZwf2ZC26ElCrt72WzJh-u3Hphvhtj,Stevie Sleet,40,15,20,35,42.857142857142854,1.3938922892580718,59.0
3731,PLATINUM,III,U1xUzFfs1xEwjVZYC5bPxfp7CBa8NVJuNOq8jAtzubd6B-SY,AC028,100,81,48,129,62.7906976744186,4.554245521708329,350.0
3732,PLATINUM,III,eCgp4MEnZ57xgG3v1uvIWfMGMqXYTd6_VfIKhHQm89XmG4i8,SwerveXx,0,30,25,55,54.54545454545454,1.9464363387808363,13.0
3733,PLATINUM,III,CtGl5bYsPtVfY8WK-M0OocDz25KiZLSX-mgmSI2AvAI4CPT7,ForYou to PEAK,0,4,9,13,30.76923076923077,1.1760675865519696,421.0
3734,PLATINUM,III,nhIkNBmMcmHGwtJx2icDuw7uqCl2tYWKZ-Z6bGxrwpLJs8L8,EnterRebirth,8,31,26,57,54.385964912280706,1.9813883948134974,92.0
3735,PLATINUM,III,nzM43vJKqO1-l4eiMko0jSPYCDYRwB7i_tG7tI8YUcGHInFr,Anndaln,56,191,150,341,56.01173020527859,1.6989169572736809,105.0
3736,PLATINUM,III,Js-mW4Cd6Y7GIm4cs3PxGdSGWUuENvksD80JPhNnRSt4T3ju,180 70kg 19cm,73,123,108,231,53.246753246753244,1.0187373779620712,92.0
3737,PLATINUM,III,uYbLxM26rhgAm__FB-ZfhVttcJ8YlVmaiuYm7PBPF4k_FpcL,Synpai,97,125,113,238,52.52100840336135,1.207957839262187,154.0
3738,PLATINUM,III,PZaB52gWt1aFsSC-_WIvHQ6_DF05SRXnER7fcXb-1T3Fd7YB,B1ooming,38,66,35,101,65.34653465346535,4.027596351868197,105.0
3739,PLATINUM,III,itR5bR4gycwXdxocBuGwMTW7X0OPm9YDtwwX6JStXDLGNs3M,Skeltick,81,62,45,107,57.943925233644855,1.1258779372963867,427.0
3740,PLATINUM,III,UPeW__CeW8loISmsyr2ggsBg6vIxcG1Qvr4OJUm6G_dmdVbN,SALE YOU,100,143,147,290,49.310344827586206,1.7379863075024842,64.0
3741,PLATINUM,III,LovmBEYr5YREzVuThwLQYIsVybgQ6D76OWQP5t6sHCHxsCSl,Hyparagon,42,251,253,504,49.801587301587304,2.221715539717533,157.0
3742,PLATINUM,III,abdLvcnSKGNYYU8hxYwoW6xE2jwikYMjzt8hpdi3OlJ43y-f,Vipers Child,63,65,53,118,55.08474576271186,3.091143898383045,92.0
3743,PLATINUM,III,vkFdjj0NBkAu-YX41qmc5OxgZzdqey2KNQRNAXA5POc7-SwZ,autumnCats,100,125,125,250,50.0,7.111033824873803,22.0
3744,PLATINUM,III,d76wReV8Zqy6MZcJBsD0dFyzphiZThrdl58EoEPcsNkCOgje,Easy way to win,0,60,44,104,57.692307692307686,1.5191581871433317,8.0
3745,PLATINUM,III,1NumS3euk34rf9_v9n5wYNlj55ikrWzEZAqUbIEe-UN2rRfp,Orianna77,100,57,38,95,60.0,1.033470146715345,54.0
3746,PLATINUM,III,Mcb6tp2cq3wgk3qHsVH1AgAAYGxKwk-y6rjM71k1ohZpuWhf,D4rk Kn1ght,10,75,68,143,52.44755244755245,2.258345506681816,4.0
3747,PLATINUM,III,MqChP7omB3N_e3jlmU6ncwCHZ_qulJsEWJEAHsxXCOoSazy2,ILOSEBUTBOTDONT,33,187,148,335,55.82089552238806,1.1119872082300488,24.0
3748,PLATINUM,III,Gh7eeCOlKVRk82h1akEdAkR7DsTe8puykZ1Jc_OejOFROfau,Fictivision,44,75,71,146,51.369863013698634,1.8086699954607353,164.0
3749,PLATINUM,III,4HsI0eyT5ZoE54sr1Y0I7F4cXkxJb1PNqYlEUOUbEXaJR8c3,ElevatedPotat0,100,76,62,138,55.072463768115945,5.532317448989522,28.0
3750,PLATINUM,III,uLgT_C-iJ8Hrt-3NHsbppcBp1nnM1ssOeY9sCqxoTkySDJad,Ärch,56,60,52,112,53.57142857142857,1.607640663872133,19.0
3751,PLATINUM,III,ygCR5VUhVd_M7EmzXgJg2AmsDJTtKfayIO92apZE5ObRJ2sg,NoahADC,73,52,51,103,50.48543689320388,4.8259182384261345,119.0
3752,PLATINUM,III,_dA3KJY2frt4GhUzw-IDpYsgdPOpwpN2Yg_K0vvlNMyXD6Ik,YeZwwww,90,147,121,268,54.850746268656714,1.9620038722168442,63.0
3753,PLATINUM,III,SzngeQrrnG9_TR5wUPRf_i_lSXZU_KtYFw9_iiNT6Yj8bbTA,Melisa Ortiz,15,6,7,13,46.15384615384615,1.524497324258326,107.0
3754,PLATINUM,III,sHGAqCXPC_vSZoQxnFLxXf41V_pFnuphQF7cEXC5cgCv8YKG,HîGoSu,41,107,117,224,47.767857142857146,1.2217614481805295,222.0
3755,PLATINUM,III,z33aiNyf9goVyieXxUHwxlVu9kwsqKpt_s1OneuEh6P57jA9,Rexboy,39,58,74,132,43.93939393939394,7.232056357266622,19.0
3756,PLATINUM,III,whGPrJPoBt0ONADdLZXfVbovhA1dnfcwZ3C2D17kTAkTXnO0,Aggie Dog,52,64,50,114,56.14035087719298,3.1430973034765652,55.0
3757,PLATINUM,III,PlqfsoZdRScuH5CuZoIkPWiks_38HZka-3ARsGj-XWxV1pqH,TheLionEscanor9,71,100,64,164,60.97560975609756,1.8126334296119553,107.0
3758,PLATINUM,III,VsP7hjfl3YG3JXKpsKOgjOtk4HH9tE7iTGsLYqAYEg-JlJbg,Soulkeeper Cody,68,59,75,134,44.02985074626866,1.9861390998811554,412.0
3759,PLATINUM,III,4eXS_sKtos9LJo_9-1pSFBa3B8-UDaFmGnTo-B7yirPDT73u,Âhriana Grande,53,50,22,72,69.44444444444444,1.1468671193016489,85.0
3760,PLATINUM,III,tg6hHM7H9ovA-V-e_cW59iIw5Qq5Cg9rD-2w8MxNKNEbEmrP,AnnaNix,0,102,78,180,56.666666666666664,1.2364587125248108,145.0
3761,PLATINUM,III,s8dYJJ4TNzp-XcVqKc9MskBn3ZTW6NBaQhslHtImLelSCL0P,KDA Excalibur,53,40,51,91,43.956043956043956,1.7538733953076582,145.0
3762,PLATINUM,III,wqMecheXdUdEANaFMy4Yxr2bI8Vft8KHkRWBGZ_BFJD1ydm9,SNOOPPPY,65,139,119,258,53.875968992248055,2.100303322762995,64.0
3763,PLATINUM,III,douBLduOS5hBEAhPB4P0NtFH-5_tqNAxuh14BfujdIX5SMMe,iLikeToDuoQue,0,14,11,25,56.00000000000001,1.6253213367609254,518.0
3764,PLATINUM,III,OKyLcYM0G58znO8D1FkeqH7v6Yu23oc3rC7kxv162z4ZAAwK,gigs,74,23,27,50,46.0,1.4567992904729492,145.0
3765,PLATINUM,III,VBloYkBrpVJHuxpOua4kuKDwHb1QqTe3M4VFmLdmz12Atu7p,Derpticious,18,132,115,247,53.441295546558706,1.3940584778454772,517.0
3766,PLATINUM,III,-TcQfr0D0Pfr8j1Wha1DwRYfe50kbYsh6aHJAWtM3DsYSb4t,brrdabree,90,164,141,305,53.77049180327869,2.041951610912233,122.0
3767,PLATINUM,III,uCmQZ-doAMY7-yvKGGbYKvI4CetgfufUL2OdSmDaD-uWq4FU,The EarRæper,0,23,22,45,51.11111111111111,9.041979166666666,20.0
3768,PLATINUM,III,6QovKT3UmyjtR7iKpZDeIGYbVGxnBnY-fDhFvJovSNlWdaog,KevinPang3,0,38,17,55,69.0909090909091,2.0036394358874374,56.0
3769,PLATINUM,III,LN2_oDwhnJLglgkOOf9oShzftDy_o-1jKxmbF_dsvv1onv4x,Fatlion87,0,385,368,753,51.12881806108898,1.4400637363070377,86.0
3770,PLATINUM,III,7U88tvrr0o4VdAmh-r4C8Or0su6l5mn2uTifR90bYBoLOE4T,AnnetteUni,8,22,28,50,44.0,1.6733721790603033,498.0
3771,PLATINUM,III,bdPaTPaGVXn_nXIlOWFGl8DlgkvqcPM49h-nPen1r_AB_BIc,Crying duckie,64,84,58,142,59.154929577464785,1.2239477961899639,85.0
3772,PLATINUM,III,zUpJjIltCHGWJ4fKoyF2T8x116nMSUVz2BubLpu_AuiNeW7q,mandabubbles,53,44,44,88,50.0,1.1255071386993263,51.0
3773,PLATINUM,III,gBmdkLMPGhIBlQK_SABUmX6bLBDzEMeh3kAcCpiye1WJ_rcC,Thots dig elo,0,27,30,57,47.368421052631575,2.112894416201,8.0
3774,PLATINUM,III,y9EdNwaONJqbBKJoQ08kea8gDC0YosvVGX4ElMGbNKwYwBeE,bookstore,69,6,7,13,46.15384615384615,1.7759794282256844,31.0
3775,PLATINUM,III,96CjzoIwqFuXqwK1GK7axUyrwWaWAycso5aibjMnPXGvtnpU,Rational Player,61,57,53,110,51.81818181818182,1.286646009295817,236.0
3776,PLATINUM,III,nTy24Q4n2wSjDyFOiweG3ULt6UO822IrQxe3WV8yNyCGU8uu,FloweryBow,0,80,60,140,57.14285714285714,1.747055865020545,8.0
3777,PLATINUM,III,YelnXc_Av0HXBG34Mvhs_fNbz0M2_KUi6QwX37KVhwtTnOol,NIHILUS XD,31,13,12,25,52.0,9.682890190776627,35.0
3778,PLATINUM,III,4AFpAkpAeUzXt4DqpzAFlLlCeMQyuEa81NhlCLo5Ypx3v0y_,alexgoat,26,27,22,49,55.10204081632652,1.1016059003090457,421.0
3779,PLATINUM,III,15XNUxyqk9ye5ygZu18capN8pC4TtVUGaWUaO8MLuIoSmKRZ,Unforgivenˉ,58,3,7,10,30.0,1.0537982956030743,421.0
3780,PLATINUM,III,xxzIbyEZJawj0kK505kEiU2_VAptNXM4qvK3Kg_O7uoy4zkN,Chiiig,19,64,50,114,56.14035087719298,1.0847303658435874,497.0
3781,PLATINUM,III,Pe57kSCTZI1AOZcchcYU5MVDbDF1WYh82hMJweUdrZIb4i7w,Strange Middle,3,69,65,134,51.49253731343284,1.0078443843748344,246.0
3782,PLATINUM,III,AGJlQCfwneicAe5x1_hjLm1Q5dBl9NPuA-hCq8AtSsDONc4w,HighTempoJungler,84,44,28,72,61.111111111111114,1.7837050873530382,76.0
3783,PLATINUM,III,95Tk3KIdU0HwvqHQIIkCIhX9WZklW93iCEZTs5_BLc7A8bIu,19940527,2,186,162,348,53.44827586206896,1.0742018198733805,105.0
3784,PLATINUM,III,ChOSBH2lIBBbU3M7wwFP11_5AcI6bl_o6D1hLL7hi7c8dRRO,chick fila guy,70,44,31,75,58.666666666666664,1.8647179351597871,67.0
3785,PLATINUM,III,ry0SMymDgF8XjCQvYCEGwrfOdp5UIAOLTiNR7iGsCieRKs4i,jabalabadingdong,56,22,29,51,43.13725490196079,2.055687792181105,107.0
3786,PLATINUM,III,DU6X8_gK1IBPKOd9EkprkDRhA2alCdMjBVHm4AtT_AXXRkpq,Los Banditos ,55,65,68,133,48.87218045112782,1.0727289416516232,157.0
3787,PLATINUM,III,GvFuQafCRhAa_3wEO65mTRpzTA_hgaVsHEG79gtZ56FrdXuX,sgustball,17,103,104,207,49.75845410628019,8.248980339276498,4.0
3788,PLATINUM,III,pABYGI306iNbX5-I_CEoe5gyJbKWfZql-Qj29l3GHrZcQtog,Allen Fantastic,0,50,47,97,51.546391752577314,1.1847278526290688,111.0
3789,PLATINUM,III,NViXjUOMMUOaDj7Tp5UD-_EmxWD6_7GFkZ3zB8Zh2pr3gtvF,K0REA3,2,158,148,306,51.633986928104584,1.735236751056093,157.0
3790,PLATINUM,III,AS0nD-MK-YGYFzbqq3w7zV6N008ffh8S8IBpLm9JSJTJJkpg,0mae Kumiko,21,96,82,178,53.93258426966292,1.5168823162846172,39.0
3791,PLATINUM,III,j08J9ZkkeOT_SB6QNbiaDw1y7YS464FX5KsiqCV83Qr9sflJ,lznsgyy,19,90,68,158,56.9620253164557,2.5164353805001527,145.0
3792,PLATINUM,III,NO5njhBT9U2JdMOW_KnoarN6ahRp-3J121UH6POMRHssHx7T,SPEEDO,50,8,4,12,66.66666666666666,1.1521876981610653,92.0
3793,PLATINUM,III,GPfkzD_UkSmjTAf6usWhIHWFf6jPauEqnZSqSnDZHrwah9k7,åhrí,33,50,58,108,46.2962962962963,3.2920773122115405,498.0
3794,PLATINUM,III,8xJFeD5my4GfbQa4yzNQ6e8Bzz0B7otp_RF21fApasUZuA7U,Toxititty,58,49,49,98,50.0,9.580814225549837,92.0
3795,PLATINUM,III,7W08FArfxInsdbHtfuTsQKutRXARwGMCeLWZ8Qc1wkoTMLR9,POGDOG,2,142,135,277,51.26353790613718,3.7534818228366618,238.0
3796,PLATINUM,III,eQW2rPdtymzjiMz93jIQuqfDaRbGv4rFiAfbBRyH67Go9yyo,Ryanbiubiubiu,26,16,15,31,51.61290322580645,1.2935105342697129,99.0
3797,PLATINUM,III,V0gWXhC9X3808HCnmqEBo-gtGQvTrxm-rzGZhlUnVIsmLroi,ShoppingKissez,0,51,26,77,66.23376623376623,1.9676981347816767,55.0
3798,PLATINUM,III,1vW0M970o7P25EZtIQvxRF7T8EkeEwDUpbqXlJ0nxtN_5w2m,1600 BC,90,13,23,36,36.11111111111111,1.1941925409885292,517.0
3799,PLATINUM,III,UNNsZQFDYdrp47M9vjGZY0eq6F2KrLFBcjgNP6lXUGhIuSFD,Ravihel,48,56,59,115,48.69565217391305,80.13069306930693,79.0
3800,PLATINUM,III,uwiTO7vGyeRzYUPekSPsISAfKX_7Og8pE6Zd_kmFRFBZHsG_,Chairman Ching,0,82,64,146,56.16438356164384,1.3439355717283565,222.0
3801,PLATINUM,III,ncUSxIeeXlKSSwYAtDBmElmu8gD9S9VxeoFXXKZ1G7iI1UiM,Duke Diabetes,51,47,25,72,65.27777777777779,1.674949127128628,119.0
3802,PLATINUM,III,P82vzpIRU3RZFfOAJDyUNZsw7sz0wA5kUKCMjyjkHwSaawUS,only a badplayer,47,35,38,73,47.94520547945205,2.4051629644542873,64.0
3803,PLATINUM,III,_uVs_OaRW8Q4iVHbFBa4pLd5u0PSZAtZ1HmeqgEa0ThvAV5o,MilkTea qaq,58,45,30,75,60.0,1.1757168028191574,7.0
3804,PLATINUM,III,I_fVvV6gnzX0moP6SX62rfylykDf_fzwjYnAp-8GWaQ_ir2_,RitoGamesDumb,18,134,120,254,52.75590551181102,2.309101938242006,25.0
3805,PLATINUM,III,MfT27t20_maVD3parGvjOk4tLBMoJPaKQRuiBiT-vybFXM6A,Warforus,57,21,16,37,56.75675675675676,1.1020446800454373,157.0
3806,PLATINUM,III,oLZFpK0dKcl8nCNnQe2BX2m2eGWjIj3469lK-h7WDacJtDh_,Zherxs,100,50,38,88,56.81818181818182,1.2109750284184666,28.0
3807,PLATINUM,III,Kpehn9R3SObrSvCHwhfuMJO2bzCl4KAbcmv_3-pj56mYOyqT,MonandKen,0,120,101,221,54.29864253393665,2.725995231775353,7.0
3808,PLATINUM,III,W7rjt7CnUba6U8dF6NhOm-siysOZZGmrfb0TMKc62fNDMSFL,I AM CLUTCH BABY,0,134,123,257,52.14007782101168,1.1376842605801236,145.0
3809,PLATINUM,III,_pJEekbyzxmA1Qx-6Kwp31EAtqBsO03McLj-hRwqiIJIl-K0,ice nine tea,96,54,46,100,54.0,2.3238180471546723,114.0
3810,PLATINUM,III,H1kZybJ-ZH5gM7l8lt9dCBtO1ejS3Ebu40yrHVj-NGRRjmeP,RAINBOW DILD0,38,68,45,113,60.17699115044248,1.069192281515001,64.0
3811,PLATINUM,III,G4Pp527rlPWc0TB_e6KpZQ9S2rCKOgy3xEPYtOZcBDvc4KP3,HyperStorm22,59,100,82,182,54.94505494505495,1.840024161087452,107.0
3812,PLATINUM,III,ba8EMLoyvrPYjZxxenUEn26Cq25RfgEnqPwZyG5dIp_nIrN4,Inh4,63,62,49,111,55.85585585585585,1.5287057922287952,235.0
3813,PLATINUM,III,87nJ1fcrlI4VbWzs68xDEu_AEWtpNtLmJ2nxiqNBmR_ccafC,Spice Daddy,0,118,104,222,53.153153153153156,1.2391489568879477,235.0
3814,PLATINUM,III,6UOOh_ToExmqoKtkaRXgmih7n_RTHShnRZmcBJX5ZhNq4PDF,UndercoverFurry,40,74,80,154,48.05194805194805,3.203280650999729,157.0
3815,PLATINUM,III,6kWrFBGrpZqW-fom1tuGSPoNl798KZCOBwRTDOY25j8jZMBI,Bishoupz,0,67,44,111,60.36036036036037,1.8137022940026746,555.0
3816,PLATINUM,III,lSphZuMgq3RTlN2iM_UI7RznROLA_B4EUg0tBJCcMfhqvQwo,Sneewo,0,55,78,133,41.35338345864661,1.7215688058784722,64.0
3817,PLATINUM,III,HATVcFy5cLM8wV-NPG5OeFHZXolU2BrGrcOyIPaXBP_v1bWJ,stacy,36,6,9,15,40.0,2.1975793568757167,119.0
